,Apartment,2019,743," $2,461 ",USA,California
,Apartment,2020,743," $2,461 ",USA,California
,Apartment,2013,743," $2,461 ",USA,California
,Apartment,2015,743," $2,461 ",USA,California
,Apartment,2017,785," $1,951 ",USA,Oregon
,Apartment,2014,743," $2,461 ",USA,California
,Apartment,2019,743," $2,461 ",USA,California
,Apartment,2014,743," $2,461 ",USA,California
,Apartment,2020,743," $2,461 ",USA,California
,Apartment,2018,743," $2,461 ",USA,California
,Apartment,2020,743," $2,461 ",USA,California
,Apartment,2019,743," $2,461 ",USA,California
,Apartment,2015,743," $2,461 ",USA,California
,Apartment,2017,743," $2,461 ",USA,California
,Apartment,2020,743," $2,461 ",USA,California
,Apartment,2018,743," $2,461 ",USA,California
,Apartment,2017,743," $2,461 ",USA,California
,Apartment,2016,743," $2,461 ",USA,California
,Apartment,2017,743," $2,461 ",USA,California
,Apartment,2017,1057," $3,575 ",USA,Nevada
,Apartment,2018,743," $2,461 ",USA,California
,Apartment,2018,743," $2,461 ",USA,California
,Apartment,2019,743," $2,461 ",USA,California
,House,2015,781," $2,530 ",USA,Arizona
,House,2017,782," $2,341 ",USA,Nevada
,House,2017,733," $2,006 ",USA,Colorado
,House,2013,743," $2,461 ",USA,California
,House,2018,743," $2,461 ",USA,California
,House,2017,756," $2,185 ",USA,Utah
,House,2020,736," $1,988 ",USA,Nevada
,House,2012,785," $2,529 ",USA,Colorado
,House,2016,743," $2,461 ",USA,California
,House,2014,798," $2,347 ",USA,Nevada
,House,2012,798," $2,874 ",USA,Nevada
,House,2015,743," $2,461 ",USA,California
,House,2017,743," $2,461 ",USA,California
,House,2018,743," $2,461 ",USA,California
,Apartment,2015,743," $2,461 ",USA,California
,Apartment,2018,743," $2,461 ",USA,California
,Apartment,2012,723," $2,143 ",USA,Utah
,Apartment,2020,1093," $3,904 ",USA,Nevada
,Apartment,2016,927," $2,938 ",USA,Arizona
,Apartment,2018,701," $2,042 ",USA,Wyoming
,Apartment,2013,680," $2,301 ",USA,Oregon
,Apartment,2015,743," $2,461 ",USA,California
,Apartment,2019,743," $2,461 ",USA,California
,Apartment,2016,782," $2,089 ",USA,Virginia
,Apartment,2019,743," $2,461 ",USA,California
,Apartment,2018,743," $2,461 ",USA,California
,Apartment,2016,723," $2,295 ",USA,Colorado
,Apartment,2019,798," $2,520 ",USA,Arizona
,Apartment,2018,743," $2,461 ",USA,California
,Apartment,2017,743," $2,461 ",USA,California
,Apartment,2012,743," $2,461 ",USA,California
,Apartment,2013,743," $2,461 ",USA,California
,Apartment,2012,743," $2,461 ",USA,California
,Apartment,2019,743," $2,461 ",USA,California
,Apartment,2012,1434," $4,128 ",USA,Nevada
,Apartment,2013,743," $2,461 ",USA,California
,Apartment,2013,781," $2,580 ",USA,Oregon
,Apartment,2014,618," $1,534 ",USA,Utah
,Apartment,2017,743," $2,461 ",USA,California
,Apartment,2020,743," $2,461 ",USA,California
,Apartment,2016,781," $2,108 ",USA,Oregon
,Apartment,2019,781," $2,490 ",USA,Oregon
,Apartment,2014,697," $2,198 ",USA,Oregon
,Apartment,2017,670," $2,042 ",USA,Oregon
,Apartment,2015,743," $2,461 ",USA,California
,Apartment,2013,743," $2,461 ",USA,California
,Apartment,2019,923," $2,964 ",USA,Arizona
,Apartment,2019,743," $2,461 ",USA,California
,Apartment,2012,743," $2,461 ",USA,California
,Apartment,2015,743," $2,461 ",USA,California
,Apartment,2014,743," $2,461 ",USA,California
,Apartment,2016,743," $2,461 ",USA,California
,Apartment,2015,743," $2,461 ",USA,California
,Apartment,2015,743," $2,461 ",USA,California
,Apartment,2015,743," $2,461 ",USA,California
,Apartment,2015,743," $2,461 ",USA,California
,Apartment,2013,743," $2,461 ",USA,California
,Apartment,2012,743," $2,461 ",USA,California
